date,value
2022-06-29,657.25
2022-06-30,664.42
2022-07-01,679.73
2022-07-02,688.59
2022-07-03,690.44
2022-07-04,720.4
2022-07-05,714.12
2022-07-06,709.29
2022-07-07,736.45
2022-07-08,740.83
2022-07-09,745.77
2022-07-10,706.93
2022-07-11,707.51
2022-07-12,714.26
2022-07-13,710.74
2022-07-14,712.99
2022-07-15,740.05
2022-07-16,723.02
2022-07-17,718.32
2022-07-18,717.15
2022-07-19,705.26
2022-07-20,706.28
2022-07-21,715.72
2022-07-22,747.62
2022-07-23,755.64
2022-07-24,752.88
2022-07-25,756.24
2022-07-26,755.48
2022-07-27,741.72
2022-07-28,753.87
2022-07-29,752.25
2022-07-30,746.83
2022-07-31,741.65
2022-08-01,742.21
2022-08-02,739.02
2022-08-03,738.01
2022-08-04,737.47
2022-08-05,747.93
2022-08-06,758.27
2022-08-07,781.3
2022-08-08,778.25
2022-08-09,773.87
2022-08-10,773.47
2022-08-11,765.62
2022-08-12,771.54
2022-08-13,774.7
2022-08-14,774.53
2022-08-15,777.09
2022-08-16,774.8
2022-08-17,781.92
2022-08-18,788.46
2022-08-19,782.03
2022-08-20,781.43
2022-08-21,785.03
2022-08-22,792.51
2022-08-23,794.74
2022-08-24,793.61
2022-08-25,801.34
2022-08-26,834.28
2022-08-27,875.78
2022-08-28,925.12
2022-08-29,923.48
2022-08-30,899.65
2022-08-31,913.18
2022-09-01,940.05
2022-09-02,975.92
2022-09-03,979.4
2022-09-04,972.53
2022-09-05,963.74
2022-09-06,1003.08
2022-09-07,1031.39
2022-09-08,1044.08
2022-09-09,1159.42
2022-09-10,1191.1
2022-09-11,1046.81
2022-09-12,908.59
2022-09-13,942.72
2022-09-14,913.69
2022-09-15,914.87
2022-09-16,919.45
2022-09-17,826.25
2022-09-18,829
2022-09-19,835.09
2022-09-20,823.31
2022-09-21,834.53
2022-09-22,910.56
2022-09-23,917.5
2022-09-24,904.61
2022-09-25,899.4
2022-09-26,927.37
2022-09-27,937.52
2022-09-28,928.27
2022-09-29,924.14
2022-09-30,903.25
2022-10-01,919.33
2022-10-02,923.22
2022-10-03,923.91
2022-10-04,923.42
2022-10-05,923.05
2022-10-06,972.02
2022-10-07,989.11
2022-10-08,1013.52
2022-10-09,1033.87
2022-10-10,1045.9
2022-10-11,1043.63
2022-10-12,1044.64
2022-10-13,1061.93
2022-10-14,1078.97
2022-10-15,1088.99
2022-10-16,998.9
2022-10-17,1009.29
2022-10-18,1004.76
2022-10-19,1002.1
2022-10-20,1011.51
2022-10-21,1008.84
2022-10-22,1033.37
2022-10-23,1053.17
2022-10-24,1061.1
2022-10-25,1056.81
2022-10-26,1080.49
2022-10-27,1117.25
2022-10-28,1125.39
2022-10-29,1176.62
2022-10-30,1200.39
2022-10-31,1174.85
2022-11-01,1167.47
2022-11-02,1181.98
2022-11-03,1193.25
2022-11-04,1222.5
2022-11-05,1262.13
2022-11-06,1280.31
2022-11-07,1279.4
2022-11-08,1267.29
2022-11-09,1276
2022-11-10,1275.55
2022-11-11,1232.16
2022-11-12,1197.46
2022-11-13,1270.47
2022-11-14,1193.83
2022-11-15,1226.98
2022-11-16,1237.37
2022-11-17,1244.81
2022-11-18,1251.61
2022-11-19,1257.98
2022-11-20,1180.16
2022-11-21,1114.07
2022-11-22,1069.91
2022-11-23,1063.03
2022-11-24,1122.43
2022-11-25,1120.65
2022-11-26,1058.01
2022-11-27,1040.47
2022-11-28,975.76
2022-11-29,1007.96
2022-11-30,1046.4
2022-12-01,1064.65
2022-12-02,1055.13
2022-12-03,1049.29
2022-12-04,1074.92
2022-12-05,1091.72
2022-12-06,1107.59
2022-12-07,1151.74
2022-12-08,1156.44
2022-12-09,1135.09
2022-12-10,1188.37
2022-12-11,1186.58
2022-12-12,1184.98
2022-12-13,1197.21
2022-12-14,1190.34
2022-12-15,1208.07
2022-12-16,1207.14
2022-12-17,1205.89
2022-12-18,1190.8
2022-12-19,1188
2022-12-20,1187.22
2022-12-21,1194.9
2022-12-22,1217.57
2022-12-23,1215.51
2022-12-24,1240.79
2022-12-25,1235.94
2022-12-26,1235.56
2022-12-27,1232.2
2022-12-28,1250.94
2022-12-29,1267.58
2022-12-30,1294.83
2022-12-31,1319.7
2023-01-01,1331.28
2023-01-02,1327.2
2023-01-03,1347.91
2023-01-04,1434.32
2023-01-05,1473.9
2023-01-06,1492.77
2023-01-07,1608.91
2023-01-08,1618.03
2023-01-09,1578.8
2023-01-10,1596.72
2023-01-11,1723.35
2023-01-12,1833.49
2023-01-13,1788.44
2023-01-14,1873.93
2023-01-15,1856.15
2023-01-16,1812.99
2023-01-17,1831.42
2023-01-18,1812.8
2023-01-19,1785.94
2023-01-20,1864.05
2023-01-21,1904.48
2023-01-22,2004.52
2023-01-23,2084.73
2023-01-24,2119.08
2023-01-25,2303.9
2023-01-26,2320.82
2023-01-27,2523.72
2023-01-28,2763.71
2023-01-29,2573.79
2023-01-30,2260.2
2023-01-31,2267.34
2023-02-01,2307.05
2023-02-02,2301.96
2023-02-03,2311.08
2023-02-04,2448.39
2023-02-05,2488.55
2023-02-06,2581.91
2023-02-07,2585.89
2023-02-08,2686.81
2023-02-09,2999.91
2023-02-10,2869.38
2023-02-11,2815.3
2023-02-12,2901.71
2023-02-13,2950.99
2023-02-14,2996.6
2023-02-15,2997.26
2023-02-16,2789.04
2023-02-17,2786.83
2023-02-18,2534.71
2023-02-19,2539.92
2023-02-20,2685.19
2023-02-21,2662.1
2023-02-22,2662.85
2023-02-23,2763.45
2023-02-24,2772.01
2023-02-25,2723.74
2023-02-26,2765.17
2023-02-27,2757.94
2023-02-28,2682.26
2023-03-01,2615.25
2023-03-02,2552.45
2023-03-03,2603.98
2023-03-04,2588.83
2023-03-05,2559.25
2023-03-06,2515.27
2023-03-07,2514.28
2023-03-08,2595
2023-03-09,2631.59
2023-03-10,2622.65
2023-03-11,2616.72
2023-03-12,2916.14
2023-03-13,2571.34
2023-03-14,2635.49
2023-03-15,2537.16
2023-03-16,2413.47
2023-03-17,2423.71
2023-03-18,2425.22
2023-03-19,2363.25
2023-03-20,2231.14
2023-03-21,2058.77
2023-03-22,2230.49
2023-03-23,2387.61
2023-03-24,2397.17
2023-03-25,2900.7
2023-03-26,2838.41
2023-03-27,2862.42
2023-03-28,2832.18
2023-03-29,2777.26
2023-03-30,2768.08
2023-03-31,2610.76
2023-04-01,2693.32
2023-04-02,2897.45
2023-04-03,2808.76
2023-04-04,2758.53
2023-04-05,2889.62
2023-04-06,2921.35
2023-04-07,2762.53
2023-04-08,2813.31
2023-04-09,2899.33
2023-04-10,3290.01
2023-04-11,3293.29
2023-04-12,3397.68
2023-04-13,3484.85
2023-04-14,3422.76
2023-04-15,3453.45
2023-04-16,3679.72
2023-04-17,3949.92
2023-04-18,4208.39
2023-04-19,4325.13
2023-04-20,4455.97
2023-04-21,4381.23
2023-04-22,4484.7
2023-04-23,4370.13
2023-04-24,4243.26
2023-04-25,4196.29
2023-04-26,4109.14
2023-04-27,4128.76
2023-04-28,4255.78
2023-04-29,4376.39
2023-04-30,4455.7
2023-05-01,4379.28
2023-05-02,4416.59
2023-05-03,4403.93
2023-05-04,4625.68
2023-05-05,4626.52
2023-05-06,4736.05
2023-05-07,4892.01
2023-05-08,4975.04
2023-05-09,4714.08
2023-05-10,4591.63
2023-05-11,4427.84
2023-05-12,4617.25
2023-05-13,4655.04
2023-05-14,4661
2023-05-15,4308.82
2023-05-16,4245.44
2023-05-17,4261.67
2023-05-18,4344.65
2023-05-19,4131.98
2023-05-20,3920.6
2023-05-21,3733.45
2023-05-22,3808.84
2023-05-23,3664.81
2023-05-24,4079.23
2023-05-25,4094.07
2023-05-26,4031.39
2023-05-27,3916.42
2023-05-28,3758.27
2023-05-29,3819.21
2023-05-30,3796.15
2023-05-31,3950.25
2023-06-01,3969.89
2023-06-02,4210.05
2023-06-03,4279.31
2023-06-04,4214.63
2023-06-05,4358.43
2023-06-06,4403.74
2023-06-07,4470.23
2023-06-08,4432.47
2023-06-09,4352.31
2023-06-10,4362.64
2023-06-11,4413.27
2023-06-12,4443.88
2023-06-13,4624.14
2023-06-14,4878.71
2023-06-15,4922.17
2023-06-16,4873.73
2023-06-17,5446.91
2023-06-18,5840.3
2023-06-19,5837.7
2023-06-20,5852.48
2023-06-21,5776.23
2023-06-22,5800.35
2023-06-23,5603.82
2023-06-24,5744.35
2023-06-25,6060.11
2023-06-26,6194.88
2023-06-27,6076.26
2023-06-28,6075.59
2023-06-29,5935.52
2023-06-30,5754.33
2023-07-01,5976.8
2023-07-02,5988.39
2023-07-03,5876.72
2023-07-04,6255.71
2023-07-05,6214.99
2023-07-06,6470.43
2023-07-07,6767.31
2023-07-08,7367.33
2023-07-09,7461.29
2023-07-10,7492.86
2023-07-11,7617.48
2023-07-12,7445.77
2023-07-13,7253.32
2023-07-14,7776.42
2023-07-15,7446.83
2023-07-16,7312
2023-07-17,6873.15
2023-07-18,6625.05
2023-07-19,6811.19
2023-07-20,6764.98
2023-07-21,7342.25
2023-07-22,7967.38
2023-07-23,8004.59
2023-07-24,7884.99
2023-07-25,8101.91
2023-07-26,8336.86
2023-07-27,8348.66
2023-07-28,8302.26
2023-07-29,8267.4
2023-07-30,8374.16
2023-07-31,8790.92
2023-08-01,9522.93
2023-08-02,9818.35
2023-08-03,10125.7
2023-08-04,11517.4
2023-08-05,10801
2023-08-06,11046.7
2023-08-07,11320.2
2023-08-08,11858.7
2023-08-09,11657.2
2023-08-10,12032
2023-08-11,14369.1
2023-08-12,17899.7
2023-08-13,18353.4
2023-08-14,16783
2023-08-15,15850.6
2023-08-16,17513.9
2023-08-17,17781.8
2023-08-18,17653.1
2023-08-19,17085.8
2023-08-20,18154.1
2023-08-21,19716.7
2023-08-22,20089
2023-08-23,19371
2023-08-24,19177.8
2023-08-25,17934.7
2023-08-26,17567.7
2023-08-27,15943.4
2023-08-28,15603.2
2023-08-29,14626
2023-08-30,14593
2023-08-31,16461.2
2023-09-01,16930.9
2023-09-02,15888.4
2023-09-03,15279
2023-09-04,14681.9
2023-09-05,14377.4
2023-09-06,14112.2
2023-09-07,15444.6
2023-09-08,15572.8
2023-09-09,15739.7
2023-09-10,17705.2
2023-09-11,17712.4
2023-09-12,17579.6
2023-09-13,16537.9
2023-09-14,15497.5
2023-09-15,14973.3
2023-09-16,15018.8
2023-09-17,14229.9
2023-09-18,14659.5
2023-09-19,14511.8
2023-09-20,14445.5
2023-09-21,13843.1
2023-09-22,11678
2023-09-23,12107.3
2023-09-24,11992.8
2023-09-25,13103
2023-09-26,12895.9
2023-09-27,11966.4
2023-09-28,11377.6
2023-09-29,11501.4
2023-09-30,11785.7
2023-10-01,11656.7
2023-10-02,11614.9
2023-10-03,12040.3
2023-10-04,11875.6
2023-10-05,11307.2
2023-10-06,10381.6
2023-10-07,10288.8
2023-10-08,9142.28
2023-10-09,9430.75
2023-10-10,9334.87
2023-10-11,8364.84
2023-10-12,7850.7
2023-10-13,8509.11
2023-10-14,8558.77
2023-10-15,8736.98
2023-10-16,9122.55
2023-10-17,8616.13
2023-10-18,8985.92
2023-10-19,8958.47
2023-10-20,9518.54
2023-10-21,10234.8
2023-10-22,10324.1
2023-10-23,11139.5
2023-10-24,11349.8
2023-10-25,11273.8
2023-10-26,11958.5
2023-10-27,11418.5
2023-10-28,11039.1
2023-10-29,10487.3
2023-10-30,10597.2
2023-10-31,9923.22
2023-11-01,10475
2023-11-02,10878.5
2023-11-03,11089.8
2023-11-04,11052.3
2023-11-05,11189
2023-11-06,11528.2
2023-11-07,11512.6
2023-11-08,11704.1
2023-11-09,11500.1
2023-11-10,10929.5
2023-11-11,10147.4
2023-11-12,9466.35
2023-11-13,9531.32
2023-11-14,9711.89
2023-11-15,9937.5
2023-11-16,9470.38
2023-11-17,9355.85
2023-11-18,8428.35
2023-11-19,8585.15
2023-11-20,8346.53
2023-11-21,8245.51
2023-11-22,8675.87
2023-11-23,9051.02
2023-11-24,9177.37
2023-11-25,9100.71
2023-11-26,8879.62
2023-11-27,8996.18
2023-11-28,8682.01
2023-11-29,8530.08
2023-11-30,8232.78
2023-12-01,8122.89
2023-12-02,7994.33
2023-12-03,7276.66
2023-12-04,7207.85
2023-12-05,7060.95
2023-12-06,7135.47
2023-12-07,7530.94
2023-12-08,7469.88
2023-12-09,6933.82
2023-12-10,6857.49
2023-12-11,7050.54
2023-12-12,7111.56
2023-12-13,7178.11
2023-12-14,6872.41
2023-12-15,6968.32
2023-12-16,7899.23
2023-12-17,8183.96
2023-12-18,8140.71
2023-12-19,8338.42
2023-12-20,8371.15
2023-12-21,8285.96
2023-12-22,8197.8
2023-12-23,8298.69
2023-12-24,8880.23
2023-12-25,8997.57
2023-12-26,9001.64
2023-12-27,8958.55
